Reservation_ID,Odo_Start,Odo_End,Fuel_Level,GPS_Lat,GPS_Lon,Max_Speed_kmh,Harsh_Events,Damage_Flag
RES-03204,88558km,"89,901km",19%,19.42,78.3321,88,3,0
RES-03205,66499km,68158,74%,23.1,80.990757,79,3,0
RES-03206,"17,999km","19,568km",57 %,13.927857,77.9826,166 kmh,5,0
RES-03207,21622km,22860,69 %,12.947128,72.044,174 kmh,6,0
RES-03208,"50,341km",50859,15 %,18.69,75.28,143 kmh,3,1
RES-03209,23459,"24,911km",78 %,27.157108,77.713529,69,0,0
RES-03210,108541,"108,716 km",57%,22.11,86.952132,149 kmh,2,0
RES-03211,"88,649km",89948,0.1,27.562809,73.05,172 kmh,1,0
RES-03212,62985km,63796,0.1,22.4803,83.3983,128 kmh,4,1
RES-03213,29537,31449,0.7,13.6834,86.37,179 kmh,2,0
RES-03214,"17,312km","18,803 km",0.38,19.24,73.933228,40,0,1
RES-03215,44856,46380,0.71,15.3113,83.339768,100,4,0
RES-03216,65265km,66200,0.9,16.3868,77.32,71,5,0
RES-03217,75152km,"76,504km",63 %,22.646704,77.4696,166 kmh,5,0
RES-03218,"29,086km","28,991km",48%,27.39,87.94,131 kmh,6,0
RES-03219,"108,206km",107930km,0.7,16.9876,82.68,155 kmh,1,0
RES-03220,41736,43333,0.3,12.85,80.80416,42,0,1
RES-03221,82726km,"84,587km",0.1,22.289007,83.426,160 kmh,1,0
RES-03222,"89,233km","89,502 km",59 %,12.113302,85.82,86,6,0
RES-03223,"48,110km",49402,0.5,21.584333,74.9526,144 kmh,2,0
RES-03224,21150km,22179,37%,13.9605,87.486749,167 kmh,6,0
RES-03225,"106,879 km",107199km,22 %,19.6281,80.82,139 kmh,0,0
RES-03226,48855km,50481km,34 %,18.85,72.197085,127 kmh,5,0
RES-03227,"13,787km","15,157km",56 %,23.57,81.022179,48,1,0
RES-03228,42176,43769km,0.8,23.5327,72.41,74,6,0
RES-03229,"73,984km","75,280 km",33%,25.715178,74.97,178 kmh,6,0
RES-03230,"68,412 km",68740km,82%,27.739398,78.7324,168 kmh,1,0
RES-03231,41171,42655km,0.9,27.942834,82.33,83,6,1
RES-03232,51498km,52688km,92 %,12.321946,81.98,146 kmh,6,0
RES-03233,"95,600km",95952km,0.7,18.36,83.228788,72,6,1
RES-03234,46141,"47,306 km",77%,26.075066,75.073566,96,4,0
RES-03235,110412km,"111,616km",0.22,12.07,74.320087,43,5,1
RES-03236,47029km,"47,809 km",0.7,14.686641,77.1505,40,3,0
RES-03237,40224,40333km,0.98,27.956837,83.34,48,6,0
RES-03238,67914,"68,924km",95%,15.05,80.867459,158 kmh,3,1
RES-03239,"81,689km",83397,26%,12.8128,82.92,46,4,0
RES-03240,"107,582 km","109,001km",0.8,24.2561,86.029142,158 kmh,5,0
RES-03241,83350,"85,164km",77 %,14.768787,86.5407,44,0,0
RES-03242,112420km,"112,800 km",74%,18.710868,81.726291,63,6,0
RES-03243,"80,485km",82316,0.71,19.43,73.8278,146 kmh,0,0
RES-03244,54684,54718,98 %,14.6102,82.03,77,0,0
RES-03245,24891,25206km,0.3,25.842014,79.98,61,6,0
RES-03246,112526,114044,0.4,23.49,81.812596,70,3,0
RES-03247,"26,534km",28520,1.0,18.14,86.815,175 kmh,3,0
RES-03248,26976,"26,605 km",0.7,25.189244,84.42,96,5,1
RES-03249,7397,8103km,0.4,12.88,83.511,92,6,0
RES-03250,28311,"28,392 km",0.8,19.6374,77.41,123 kmh,4,0
RES-03251,100931km,"101,708km",12 %,16.38,79.38,146 kmh,5,1
RES-03252,95779,97569,24 %,12.9639,84.51,60,1,0
RES-03253,"33,594km",33606,0.57,16.5,86.540379,44,5,0
RES-03254,7058km,"7,078 km",75 %,21.4009,74.6287,172 kmh,5,0
RES-03255,"17,185km",17656km,94%,25.8321,78.569,162 kmh,5,0
RES-03256,"107,024km",106868,0.89,15.3,79.13,142 kmh,5,0
RES-03257,68630km,"70,534km",49%,18.29,83.6271,71,1,0
RES-03258,20219,21888km,15%,14.1097,80.4965,136 kmh,4,0
RES-03259,"64,325 km",64634,0.39,12.127635,75.9,51,3,0
RES-03260,18843km,"19,361 km",92%,13.89,75.968332,49,1,0
RES-03261,"105,586km","107,176 km",0.1,14.59,82.910088,133 kmh,3,0
RES-03262,71550,72253,0.43,21.4026,86.74,69,0,0
RES-03263,7096km,"7,834km",0.3,20.2358,72.37,146 kmh,5,0
RES-03264,109186km,110767,27%,27.240958,83.9895,123 kmh,6,0
RES-03265,"113,993km","114,420 km",0.8,23.54,86.83,157 kmh,0,0
RES-03266,"14,944km",16119,0.1,15.246381,81.05,86,4,0
RES-03267,"22,083 km","22,683 km",0.87,22.494322,85.1,73,1,0
RES-03268,"55,113km",56789,0.5,19.356476,77.982024,51,2,0
RES-03269,118913,119262,46 %,26.1607,81.1945,122 kmh,6,0
RES-03270,"28,901 km","29,026 km",72%,12.699782,75.16,87,5,0
RES-03271,"114,970km","116,380 km",0.38,20.898766,80.36,126 kmh,0,1
RES-03272,103129km,103266,0.8,23.0121,79.564,133 kmh,0,1
RES-03273,"62,950 km",63114,0.47,24.5967,80.400495,120 kmh,5,0
RES-03274,"95,155 km",95738km,87%,13.25,78.499107,60,4,1
RES-03275,15178km,"17,017km",0.4,26.41,73.828533,93,0,0
RES-03276,13819km,"14,341 km",0.3,21.63,77.47,140 kmh,2,1
RES-03277,36897,36597km,0.7,24.175735,87.604503,178 kmh,6,0
RES-03278,"63,184km","64,243km",0.4,27.117,79.74,141 kmh,0,0
RES-03279,"118,272 km","119,712km",0.24,20.04,72.575031,172 kmh,2,0
RES-03280,"97,314 km",97881,0.49,19.22,82.562541,135 kmh,1,0
RES-03281,"119,830 km",121072,0.90,27.32,84.71,94,5,0
RES-03282,"81,341km",82399,14%,21.752863,74.3416,121 kmh,0,0
RES-03283,65367,"66,756km",6 %,12.740528,76.8731,62,6,0
RES-03284,8113km,8403,90 %,12.8819,77.7,178 kmh,0,1
RES-03285,"10,042 km","10,334 km",0.7,21.021961,72.702363,180 kmh,2,1
RES-03286,"88,729km",89772,42 %,20.44815,74.87,100,4,1
RES-03287,76538,"76,420km",0.2,24.01634,75.74,143 kmh,6,0
RES-03288,"106,071km",106906,0.8,25.8916,76.52,180 kmh,4,1
RES-03289,81448,80957,0.86,20.347069,87.628026,121 kmh,2,0
RES-03290,101951km,"102,044 km",55%,15.7188,79.1144,46,3,0
RES-03291,"106,771 km","106,947 km",30%,18.609665,74.7,64,5,0
RES-03292,39163,40139,0.1,22.8,73.8852,173 kmh,2,1
RES-03293,42419,"42,437km",0.8,12.840193,82.79,131 kmh,1,0
RES-03294,5915,"6,064km",64 %,19.94984,86.4037,65,0,0
RES-03295,96045km,97881,0.68,13.0477,87.1421,155 kmh,3,1
RES-03296,"102,581km",103725,0.11,23.227,76.88,168 kmh,1,0
RES-03297,"37,645 km","38,785 km",0.58,21.63,74.72,126 kmh,6,0
RES-03298,5628km,"6,845km",0.73,13.74,86.917533,55,2,0
RES-03299,"113,729 km","115,516km",0.25,20.66,87.4,52,5,0
RES-03300,"26,144 km","26,627 km",27%,25.71,83.548351,178 kmh,4,0
RES-03301,"74,291km",75790km,0.4,23.586271,75.028536,170 kmh,6,1
RES-03302,"28,635 km","29,003km",0.6,27.22,80.950511,82,6,0
RES-03303,24426km,"24,795km",15 %,26.057781,77.78,169 kmh,4,1
RES-03304,"101,221 km","102,771km",10 %,19.0042,80.503968,67,6,0
RES-03305,"46,239 km",47197km,0.21,22.758064,86.735473,76,3,1
RES-03306,72281,"72,259km",11%,13.78813,78.8717,66,4,0
RES-03307,80220km,"81,885 km",7 %,19.779719,73.3829,151 kmh,2,0
RES-03308,"100,111 km",100517,0.30,16.4695,85.937372,134 kmh,6,0
RES-03309,"44,900km",46175,0.87,13.616129,75.8927,76,4,0
RES-03310,76830,"77,510km",0.5,19.6689,78.800984,92,6,1
RES-03311,13012,"14,580km",93%,16.09,81.2444,77,6,1
RES-03312,"82,609km",84325km,0.99,14.265192,83.52,120 kmh,0,0
RES-03313,31847,33332km,11%,23.688,77.8403,124 kmh,2,0
RES-03314,69619km,69772km,34%,17.8742,85.718,70,3,0
RES-03315,77778km,77839km,74%,18.590608,75.3355,93,4,0
RES-03316,78950km,"79,796 km",0.86,19.3487,75.665589,120 kmh,4,0
RES-03317,56320km,"57,360 km",95 %,12.895625,75.0075,86,6,0
RES-03318,"119,271 km",118805km,0.34,14.71,73.76,90,3,0
RES-03319,"44,417 km","45,251km",0.3,22.55,78.9521,175 kmh,5,0
RES-03320,47073,"47,697 km",0.9,14.45,76.2134,126 kmh,5,0
RES-03321,"63,118 km","64,689 km",0.2,26.9644,79.254797,89,2,0
RES-03322,53536,55301,67 %,23.9352,85.091669,41,3,0
RES-03323,"25,945 km","25,975 km",10%,13.15,76.1287,167 kmh,1,0
RES-03324,"62,614 km","62,861 km",0.3,20.202283,72.4339,143 kmh,3,0
RES-03325,16156,"17,995km",0.50,16.912005,75.6,139 kmh,5,1
RES-03326,15829,"16,430 km",0.27,26.22,86.4866,64,6,1
RES-03327,"36,168 km",38139km,63%,17.2354,82.5216,172 kmh,2,1
RES-03328,96655,96942,0.85,16.78,79.3,166 kmh,4,0
RES-03329,"105,525 km",106256km,90 %,23.654495,72.869672,60,3,0
RES-03330,"115,277km",115666,40 %,15.8,81.64,56,6,0
RES-03331,93295km,"94,944 km",0.13,18.559214,78.006208,89,5,0
RES-03332,"72,829 km",73434,98 %,27.590121,83.0493,149 kmh,5,0
RES-03333,"119,131km","119,294km",0.1,24.7405,85.58,158 kmh,4,0
RES-03334,"49,791 km","50,601 km",82 %,27.7016,74.1962,81,5,0
RES-03335,80195,81434km,59 %,16.3641,87.016789,132 kmh,5,0
RES-03336,6836,7306km,26%,17.3009,78.81,74,1,0
RES-03337,82818,"84,302km",1.0,23.5287,87.264152,57,6,0
RES-03338,"87,921 km",87990,0.4,17.5886,79.587413,168 kmh,2,0
RES-03339,"28,820 km","29,503km",32 %,21.3805,82.488905,40,2,0
RES-03340,69440km,"71,405km",0.7,23.8092,81.76,53,4,1
RES-03341,117289km,"117,351 km",66 %,13.023051,78.52,69,2,0
RES-03342,60739km,61907km,69%,24.99,82.8747,136 kmh,3,0
RES-03343,"36,494 km",36979km,0.6,19.85,84.7766,100,4,0
RES-03344,36009km,"36,913km",95%,26.1339,81.49,81,2,1
RES-03345,81805,"82,113 km",0.09,12.564753,87.42,74,1,0
RES-03346,65972km,67442,0.6,13.3,84.18,124 kmh,3,1
RES-03347,65187,66003,21%,23.469331,83.142533,157 kmh,6,0
RES-03348,"109,671km",109698km,0.7,18.79,76.6157,167 kmh,5,0
RES-03349,"109,604km",111431,93 %,12.97,83.818665,44,2,0
RES-03350,"83,533 km",84955km,53%,23.89,81.69,96,0,1
RES-03351,"109,865km","111,669 km",0.7,22.19,86.06,56,4,0
RES-03352,86232km,"88,021 km",0.7,23.58,73.04,59,3,1
RES-03353,"83,044km","85,002 km",0.7,26.0023,75.56,129 kmh,3,0
RES-03354,"43,918km",45148km,86 %,14.02,84.45,52,3,1
RES-03355,96481km,98452km,42 %,25.6339,78.7523,130 kmh,0,1
RES-03356,"114,787 km",115797,0.67,19.4351,72.560178,128 kmh,2,0
RES-03357,98614km,99649km,13%,22.42,82.9912,180 kmh,0,1
RES-03358,"111,865 km","113,120km",0.7,24.861056,80.857933,151 kmh,2,0
RES-03359,100929,102568,0.1,22.65,81.251214,80,4,1
RES-03360,19863km,"21,496 km",0.9,21.56,79.271247,48,4,0
RES-03361,41737,43451,98%,16.745544,77.9,99,4,0
RES-03362,"58,603 km","60,127km",0.23,13.102,81.22,48,6,0
RES-03363,42722km,42310km,50 %,25.29,77.9842,57,5,0
RES-03364,31918,"33,676km",28%,22.64,87.145,149 kmh,0,0
RES-03365,"86,623km","88,604 km",53 %,18.4892,85.04,76,4,0
RES-03366,99236km,101029,91 %,20.9436,82.56913,136 kmh,6,1
RES-03367,"70,689km",72163km,76%,18.219973,80.6612,100,1,0
RES-03368,70855,71350km,77%,15.28,73.770505,55,3,0
RES-03369,45276,"47,179km",33%,22.1878,74.44,120 kmh,6,0
RES-03370,"60,040 km",60196km,0.3,22.78716,81.51,69,3,0
RES-03371,"34,872 km",35939,1.0,22.6896,78.012217,132 kmh,1,0
RES-03372,119084km,120738km,0.49,19.987972,85.9954,168 kmh,2,0
RES-03373,"51,187km","52,687 km",0.3,25.98,77.4026,96,1,0
RES-03374,"20,342km","20,569km",37 %,16.293797,75.154668,50,6,0
RES-03375,68077,68672km,13 %,15.24,72.7801,148 kmh,2,0
RES-03376,103739,104376,1.0,22.34,80.936211,164 kmh,1,1
RES-03377,51280km,52348km,71 %,22.7625,76.925023,91,2,0
RES-03378,"72,557 km",72812km,0.60,27.52,83.380911,74,0,0
RES-03379,60090,"60,676km",0.72,20.2666,72.9395,48,4,1
RES-03380,97307,"99,152km",0.6,18.0482,86.24,169 kmh,0,1
RES-03381,"9,201km","10,280km",38%,25.774726,83.73,122 kmh,0,0
RES-03382,"10,488 km","12,045 km",33 %,13.1535,84.052781,144 kmh,3,0
RES-03383,36585km,37275km,0.5,27.05,72.5192,76,4,0
RES-03384,"87,027 km","86,808 km",46 %,12.419729,82.75,54,3,0
RES-03385,"23,347km",22923,0.6,20.69,84.48787,161 kmh,0,0
RES-03386,48367km,48083,49 %,24.81,85.26,148 kmh,1,1
RES-03387,78003km,"79,002km",0.3,17.304501,79.544847,174 kmh,0,0
RES-03388,89127,"90,969km",76%,24.146449,87.7938,67,6,1
RES-03389,"14,166km",14860,0.7,27.650234,74.060594,100,4,0
RES-03390,101475,"102,236 km",0.35,26.52,75.99,64,6,0
RES-03391,"85,627km",85816km,0.4,26.103779,74.2143,42,6,0
RES-03392,"23,305 km",25019km,49 %,24.39923,84.4839,71,2,0
RES-03393,111661km,113120km,92%,15.840338,86.78,170 kmh,2,0
RES-03394,"104,708 km",105231km,91%,16.115939,83.43,137 kmh,3,0
RES-03395,"69,556km","70,589 km",72 %,19.66651,79.3744,46,3,0
RES-03396,"8,612km",10605km,0.7,14.381947,85.06,54,4,0
RES-03397,44337km,44668km,15 %,14.5744,77.2397,47,6,0
RES-03398,90329km,91910km,0.7,24.7909,75.5863,141 kmh,5,1
RES-03399,"68,868km","70,079km",0.6,23.992393,80.379024,136 kmh,4,0
RES-03400,88956km,"88,994 km",37%,26.054162,77.23,126 kmh,1,0
RES-03401,97825km,99426km,13 %,14.27,72.177218,90,5,0
RES-03402,"60,209km","60,786 km",0.10,23.1029,78.8076,44,6,0
RES-03403,67302km,"68,474km",0.55,19.5982,75.7742,91,4,0
RES-03404,88085,89741,10 %,16.4386,76.3577,52,4,0
RES-03405,"29,305 km",30260km,15%,24.61,76.1869,64,5,0
RES-03406,"64,997km",65305,77 %,20.7413,82.847,90,1,0
RES-03407,119816km,"121,590km",0.63,18.9608,80.446884,130 kmh,3,0
RES-03408,"104,042km","104,964km",55%,16.98983,76.5454,61,1,0
RES-03409,65270km,65532km,72 %,24.502423,87.620509,152 kmh,2,0
RES-03410,"58,545 km",60037,18 %,20.897008,75.52,62,1,0
RES-03411,"78,902 km",80221,20%,22.733836,78.36,54,5,0
RES-03412,21142,22115km,0.95,26.931284,72.3686,143 kmh,2,0
RES-03413,41894km,43863,0.2,12.0159,85.0285,92,1,0
RES-03414,37702km,"39,294 km",17 %,24.69,84.4155,84,5,0
RES-03415,"67,888km",68427,0.1,15.875026,84.24,41,4,0
RES-03416,"38,794 km","38,816 km",25 %,27.24,83.839182,168 kmh,1,0
RES-03417,"77,425 km","79,134 km",66%,20.629,79.9717,93,6,0
RES-03418,91687,"91,757km",0.3,25.834062,81.6,74,4,0
RES-03419,"26,726 km",27458km,1.0,23.3391,79.2827,140 kmh,3,0
RES-03420,"100,885 km",101938km,0.31,24.3322,81.227179,148 kmh,2,0
RES-03421,37143km,38179km,99%,16.1782,76.472426,175 kmh,6,0
RES-03422,"118,330 km","119,516km",43 %,12.6216,86.221955,81,1,0
RES-03423,"103,794 km",104997km,0.09,21.5584,73.99,90,0,0
RES-03424,"48,193km",49965km,0.64,13.562479,74.9164,71,2,0
RES-03425,6408,8348km,0.63,16.104274,80.68,174 kmh,1,0
RES-03426,57683km,59564,0.9,24.96,84.11,151 kmh,4,0
RES-03427,34832,"35,612km",78 %,27.47,80.5202,148 kmh,4,0
RES-03428,"91,670km","92,913 km",0.13,22.923134,84.4733,73,5,0
RES-03429,15914,"16,053 km",0.26,24.78,73.6077,141 kmh,5,0
RES-03430,62655km,63458km,93 %,23.620069,77.3307,44,0,0
RES-03431,102153km,"103,181 km",0.26,15.593098,73.23,166 kmh,5,0
RES-03432,"39,706 km","40,873 km",0.2,13.27,77.076129,56,4,0
RES-03433,29573km,"29,775km",0.8,21.4936,80.0,76,5,0
RES-03434,83477,84923,0.38,15.4491,73.43067,143 kmh,6,0
RES-03435,"6,779 km",8104km,98%,17.8,78.2663,148 kmh,3,0
RES-03436,"116,590 km",118268km,0.84,18.2344,79.799925,73,1,0
RES-03437,"56,263 km","58,051 km",39 %,20.576639,75.66,78,6,0
RES-03438,"103,584 km",104584km,47 %,16.960114,85.6881,72,4,0
RES-03439,116384,116623,0.8,20.94,83.373259,85,3,0
RES-03440,"86,782 km",87933km,0.5,12.8229,73.28,45,5,0
RES-03441,"71,714km","73,490 km",0.58,15.848118,72.1876,176 kmh,0,0
RES-03442,82188,"82,436km",0.6,20.517843,84.544015,132 kmh,3,0
RES-03443,"39,855 km",39984,50%,20.415731,80.436804,68,1,1
RES-03444,49430,"50,602km",63 %,23.70863,79.463748,162 kmh,0,0
RES-03445,43367km,43760km,99%,19.0317,84.91,73,1,0
RES-03446,87486,88354,0.3,14.687267,80.12,139 kmh,6,0
RES-03447,"83,479 km","84,989 km",33%,20.33,85.6177,82,4,0
RES-03448,47664,"49,587km",0.77,12.13,86.03397,143 kmh,3,0
RES-03449,"17,131km",16865,0.13,25.491925,80.5254,171 kmh,5,1
RES-03450,49207km,50241km,43 %,14.55,85.966176,158 kmh,4,0
RES-03451,"87,504km","89,064km",47 %,20.642855,73.76,49,1,0
RES-03452,"53,609km","53,632km",70%,25.0279,85.45,88,1,0
RES-03453,"5,648km","7,339 km",0.3,20.3436,83.8259,94,0,0
RES-03454,"54,910km","54,924km",42 %,21.244624,79.975605,86,1,0
RES-03455,28959,"30,575 km",0.89,21.4828,83.302,124 kmh,4,0
RES-03456,"83,199km",84466km,0.8,16.6394,84.3002,138 kmh,2,0
RES-03457,"32,168km","32,723km",6 %,22.547472,87.59,84,0,0
RES-03458,15267km,17178km,0.29,12.71,87.5153,138 kmh,2,1
RES-03459,"105,761km",106882km,33%,15.72,76.5827,49,3,0
RES-03460,81847,83729km,0.34,27.95,84.389684,128 kmh,0,1
RES-03461,"98,621 km",99214,16%,20.0873,76.51,46,3,0
RES-03462,"55,216km","56,839km",0.2,20.733726,74.36,79,0,0
RES-03463,"60,249km",59976,0.55,22.332158,82.0585,48,1,0
RES-03464,49909,"51,002km",0.86,20.1573,78.378054,127 kmh,2,0
RES-03465,"113,940 km",113837,0.6,26.61,77.86,141 kmh,6,1
RES-03466,57313,58040,32%,17.9001,72.767952,100,1,0
RES-03467,24523,26349,0.5,18.16,73.36,157 kmh,2,0
RES-03468,"31,427km",31736km,0.29,17.1312,78.155202,57,5,0
RES-03469,"76,759 km",77923km,64 %,23.7008,83.58,82,5,1
RES-03470,"16,180km","17,547km",36%,16.933355,83.0,42,2,0
RES-03471,"101,361km","103,311km",69 %,15.7827,81.6425,47,4,0
RES-03472,"86,174 km","87,228km",0.9,16.968781,77.15,135 kmh,5,1
RES-03473,"73,981 km","74,683 km",79 %,27.932625,79.71,139 kmh,0,1
RES-03474,"36,116km",36379,86%,17.9632,80.977456,40,1,0
RES-03475,32811km,34341km,97%,15.8097,85.08,150 kmh,0,0
RES-03476,105057,"105,424 km",82 %,15.52,74.53,167 kmh,5,0
RES-03477,26707,27950,0.25,15.22,82.707592,138 kmh,3,0
RES-03478,102504km,"103,160km",76 %,18.9123,75.51,58,1,0
RES-03479,54509,"54,663 km",0.36,18.2598,80.578,100,2,0
RES-03480,28583,29961,0.1,14.3788,73.4917,121 kmh,0,0
RES-03481,109004km,109904km,0.88,22.89,82.69,96,4,0
RES-03482,91293km,"92,297km",44 %,23.378463,87.068694,151 kmh,0,0
RES-03483,"109,974km",111618,0.17,13.12,75.9,122 kmh,0,0
RES-03484,6355,6560,97 %,18.137068,87.865697,153 kmh,5,1
RES-03485,64767,"66,602km",0.8,24.34888,81.6,169 kmh,5,0
RES-03486,37616km,39332km,47%,17.65,86.509951,99,1,0
RES-03487,"55,879 km",55844km,96%,14.5311,84.6647,56,3,0
RES-03488,5441,6073km,26 %,12.0,86.17,153 kmh,5,0
RES-03489,"28,557km","29,394km",32 %,21.46,83.52599,127 kmh,0,0
RES-03490,33490,"34,002km",34 %,24.3307,81.310839,43,3,0
RES-03491,35852,37281km,0.92,27.264464,72.399571,180 kmh,0,0
RES-03492,11777,"12,338 km",6%,27.723823,87.62564,125 kmh,1,0
RES-03493,"18,737km",18824,0.4,26.08,79.72,180 kmh,3,0
RES-03494,21198,21774km,70%,24.753905,84.37,144 kmh,4,0
RES-03495,40903,"41,708km",0.67,14.499198,85.2086,79,1,0
RES-03496,"41,935 km",43499,23 %,24.761799,80.9209,58,3,1
RES-03497,"81,940 km",81665km,0.5,18.08,77.17,68,0,0
RES-03498,112866,114458km,40 %,12.3622,80.398243,120 kmh,0,0
RES-03499,102601,"102,466 km",0.84,14.627749,77.97,180 kmh,3,0
RES-03500,104696km,"105,609 km",0.77,13.6167,76.704942,76,4,0
RES-03501,100763,"101,896 km",0.27,22.98,76.905079,57,6,0
RES-03502,"64,830 km",65421,61 %,22.53,80.0,86,0,0
RES-03503,"45,072km","46,467km",35 %,24.9216,76.81,60,4,1
RES-03504,"100,354 km","101,452km",95%,20.528528,79.14,124 kmh,2,1
RES-03505,47911km,49289,23%,20.910364,81.42,76,4,0
RES-03506,107745,109036km,47 %,17.793555,78.900806,174 kmh,4,0
RES-03507,"35,900 km",36001km,67 %,23.924388,75.74,132 kmh,5,0
RES-03508,24605,"25,325 km",44 %,12.0496,82.9526,123 kmh,6,0
RES-03509,"34,601km","35,344 km",28%,16.08,83.948863,144 kmh,4,0
RES-03510,"6,005 km","7,337 km",0.83,13.21886,78.39,74,6,0
RES-03511,49328,50506,94%,14.429737,73.8501,68,2,0
RES-03512,115074km,"116,595 km",82 %,16.327518,79.3654,140 kmh,3,0
RES-03513,"62,826 km",63608,0.87,21.02,80.1788,69,4,1
RES-03514,24416km,25771,68 %,14.601674,75.17,167 kmh,0,1
RES-03515,"77,937 km","78,999km",60 %,13.2328,79.33,129 kmh,3,0
RES-03516,118913,119692km,57 %,21.2,75.9776,40,6,0
RES-03517,"71,627km",73364,0.3,25.136046,82.74157,88,1,1
RES-03518,"51,690km","52,166 km",34 %,21.04,84.061132,151 kmh,3,0
RES-03519,113730,115323km,78%,21.36,83.4416,121 kmh,5,1
RES-03520,"109,664km",110505km,16 %,20.5032,76.91,136 kmh,4,0
RES-03521,63878,64701,22 %,27.065247,86.15,65,2,0
RES-03522,"77,809 km","78,515 km",47%,23.281,77.1193,81,4,1
RES-03523,22645,"23,412 km",99%,25.168017,72.51,124 kmh,6,0
RES-03524,"69,136 km","69,423km",21 %,17.95,83.1538,136 kmh,2,0
RES-03525,115645,116369,0.5,18.059285,76.7748,78,2,0
RES-03526,"96,729 km",96977km,0.52,20.36,78.5,128 kmh,0,0
RES-03527,"109,529 km",109818,84%,14.85,76.879916,162 kmh,4,0
RES-03528,59463,61126,0.18,20.9344,72.77,171 kmh,0,0
RES-03529,"72,025km",73402km,55%,19.1968,80.432704,68,5,0
RES-03530,84649km,"86,463km",0.88,17.9,72.05,179 kmh,1,0
RES-03531,"10,697km",11945,55%,14.89,87.19,54,2,0
RES-03532,20409,22056km,55 %,15.5,81.229742,97,5,1
RES-03533,"100,747 km","102,705km",80 %,24.520835,73.61,81,0,0
RES-03534,80876km,"82,405 km",0.7,17.665926,82.48,91,5,0
RES-03535,"56,408 km","56,590km",0.1,17.6651,80.9242,77,1,1
RES-03536,"100,465 km",100646,16 %,14.2761,82.4351,159 kmh,6,0
RES-03537,"59,196 km","60,651km",0.15,14.28,72.5914,72,0,0
RES-03538,"36,161 km","37,565 km",34%,14.17,73.9585,154 kmh,4,0
RES-03539,"23,836km","25,326 km",0.23,22.988934,81.26,84,3,0
RES-03540,7894,8111,55%,15.8954,72.0417,69,6,0
RES-03541,"20,568 km","21,844 km",30%,18.504317,72.27,85,3,0
RES-03542,"119,700km","119,791 km",0.5,20.493344,73.756414,166 kmh,3,0
RES-03543,34861,36139,18%,27.728319,74.9616,41,6,0
RES-03544,"102,662km",103114km,62%,17.161829,77.669832,86,6,0
RES-03545,"76,556km",77284km,0.7,14.669098,75.8598,57,2,1
RES-03546,40000,"41,358km",0.1,21.695752,79.79,140 kmh,1,0
RES-03547,8477km,10459,0.1,20.9898,80.318717,40,4,1
RES-03548,"77,997 km","77,776km",0.7,17.6364,87.8351,97,0,0
RES-03549,"102,928 km",104320km,0.06,27.9,73.987094,40,1,0
RES-03550,"85,792 km",87661km,76 %,15.36,76.9,171 kmh,5,0
RES-03551,19673,"20,920 km",0.89,16.2659,80.3723,163 kmh,6,1
RES-03552,"89,440km","90,694km",0.38,14.85,72.34,160 kmh,1,1
RES-03553,68044,69045km,0.3,21.731762,87.86,42,1,0
RES-03554,118517km,"120,323 km",0.2,12.68,85.953957,123 kmh,4,1
RES-03555,118476km,117993,0.1,20.733201,72.57,151 kmh,0,0
RES-03556,"52,534 km","53,420km",0.27,17.58071,83.120144,87,2,0
RES-03557,115249km,"117,173 km",0.86,15.63,76.896103,48,1,0
RES-03558,"5,653km","7,612km",0.41,21.71,77.3559,180 kmh,2,0
RES-03559,"90,042 km","90,972km",15 %,15.1505,83.455208,52,2,1
RES-03560,100901,"100,719km",41%,24.260287,72.18,74,1,1
RES-03561,61626,61252km,0.8,20.6043,74.16,144 kmh,1,0
RES-03562,"16,699km",17591,16%,15.62,74.0507,64,4,0
RES-03563,11470,13030,0.14,13.142705,87.63,92,6,1
RES-03564,"25,556 km",26650km,6%,26.162104,87.8,55,4,0
RES-03565,"31,498km","31,928 km",35%,20.0806,79.055845,128 kmh,5,0
RES-03566,"39,616km",41604km,22 %,14.1,76.23,55,5,0
RES-03567,48270km,49642,27 %,24.68,81.86,123 kmh,3,0
RES-03568,57100,57835km,0.88,22.824585,77.94172,95,0,0
RES-03569,57632km,57699km,0.51,12.601191,86.6009,153 kmh,1,0
RES-03570,74656km,"75,977 km",0.3,21.88,75.937567,55,0,0
RES-03571,97127,97843km,69 %,17.8391,82.032727,53,0,0
RES-03572,"45,202km",45262,0.10,20.738,84.1385,46,3,0
RES-03573,"97,158 km",98936,26%,13.779351,87.0341,62,6,1
RES-03574,41837,"43,566 km",51 %,22.99,83.727,79,6,0
RES-03575,"61,398km","61,534km",0.1,24.99,73.8738,128 kmh,5,0
RES-03576,45179,"46,303km",0.25,17.756675,83.769807,40,5,0
RES-03577,60395km,61572,44%,16.36,73.5916,63,1,0
RES-03578,"50,511 km","52,361km",0.57,23.6143,87.43,61,0,1
RES-03579,11402,12040,0.1,14.392688,85.24,149 kmh,2,0
RES-03580,"16,934 km","18,020 km",0.1,17.9317,78.452602,76,3,0
RES-03581,69751,"71,112km",13%,16.290678,84.2651,172 kmh,2,0
RES-03582,"47,306km",48975km,0.1,13.41,76.299101,137 kmh,3,0
RES-03583,"35,200km",36618,0.52,15.02,79.6,96,2,0
RES-03584,"66,252km","66,617 km",0.90,17.406946,73.989606,171 kmh,0,0
